HAM0423-020s	0.0862
HAM0423-021s	0.1499
HAM0423-022s	0.1579
HAM0423-023s	0.2998
HAM0423-024s	0.1547
HAM0423-025s	0.1953
HAM0423-026s	0.1746
HAM0423-027s	0.1705
HAM0423-028s	0.1802
HAM0423-029s	0.1781
HAM0423-030s	0.2692
HAM0423-031s	0.2222
HAM0423-032s	0.2706
HAM0423-033s	0.2880
HAM0423-034s	0.2730
HAM0423-035s	0.1631
HAM0423-036s	0.1700
HAM0423-037s	0.2382
HAM0423-038s	0.0980
HAM0423-039s	0.1849
HAM0423-040s	0.2598
HAM0423-041s	0.2194
HAM0423-042s	0.2266
HAM0423-043s	0.1445
HAM0423-044s	0.3697
HDC0523-001s	0.3714
HDC0523-002s	0.2186
HDC0523-003s	0.2328
HDC0523-004s	0.2697
HDC0523-005s	0.2146
HDC0523-006s	0.3047
HDC0523-007s	0.2066
HDC0523-008s	0.3870
HDC0523-009s	0.2432
HDC0523-010s	0.2028
HDC0523-011s	0.1736
HDC0523-012s	0.3107
HDC0523-013s	0.1606
HDC0523-014s	0.2434
HDC0523-015s	0.2106
HDC0523-016s	0.3105
HDC0523-017s	0.3801
HDC0523-018s	0.2031
HDC0523-019s	0.1940
HDC0523-020s	0.1627
HDC0523-021s	0.2305
HDC0523-022s	0.2664
HDC0523-023s	0.4040
HDC0523-024s	0.2686
HDC0523-025s	0.2925
HDC0523-026s	0.2474
HDC0523-027s	0.2595
HDC0523-028s	0.2837
HDC0523-029s	0.2619
HDC0523-030s	0.2847
HDC0523-031s	0.2489
HDC0523-032s	0.1663
HDC0523-033s	0.3132
HDC0523-034s	0.1806
HDC0523-035s	0.2019
HDC0523-036s	0.2389
HDC0523-037s	0.2010
HDC0523-039s	0.2189
HDC0523-040s	0.3158
HDC0523-041s	0.2161
HDC0523-042s	0.3305
HDC0523-043s	0.2635
HDC0523-044s	0.3268
HDC0523-045s	0.2964
HDC0523-046s	0.2261
HDC0523-047s	0.2630
HDC0523-048s	0.2695
HDC0523-049s	0.2399
HDC0523-050s	0.3190
HDC23a-10	0.1819
HDC23a-11	0.2440
HDC23a-12	0.2054
HDC23a-13	0.3278
HDC23a-14	0.3236
HDC23a-15	0.2016
HDC23a-16	0.2303
HDC23a-17	0.2165
HDC23a-18	0.2941
HDC23a-19	0.2477
HDC23a-1	0.2561
HDC23a-20	0.3093
HDC23a-21	0.2237
HDC23a-22	0.1888
HDC23a-23	0.3006
HDC23a-24	0.1523
HDC23a-25	0.2183
HDC23a-26	0.3253
HDC23a-27	0.2878
HDC23a-28	0.1429
HDC23a-29	0.3300
HDC23a-2	0.1791
HDC23a-30	0.3751
HDC23a-31	0.2459
HDC23a-32	0.1434
HDC23a-33	0.2493
HDC23a-34	0.2739
HDC23a-35	0.2982
HDC23a-36	0.3229
HDC23a-37	0.1799
HDC23a-38	0.2830
HDC23a-39	0.2974
HDC23a-3	0.2125
HDC23a-40	0.1546
HDC23a-4	0.2541
HDC23a-5	0.2243
HDC23a-6	0.1512
HDC23a-7	0.1519
HDC23a-8	0.2380
HDC23a-9	0.2167
HH1013a-003	0.0013
HH1013a-009	0.0024
HH1013a-010	0.0019
HH1013a-017	0.0006
HH1013s-002	0.0003
HH1013s-003	0.0002
HH1013s-004	0.0004
HH1013s-005	0.0092
HH1013s-006	0.0004
HH1013s-007	0.0010
HH1013s-009	0.0014
HH1013s-010	0.0008
HH1013s-013	0.0047
HH1013s-014	0.0006
HH1013s-016	0.0005
HH1013s-018	0.0004
HH1013s-019	0.0012
HH1013s-020	0.0002
HH1013s-021	0.0008
HH1013s-022	0.0007
HH1013s-024	0.0004
HH1013s-028	0.0008
HH1013s-029	0.0002
HH1013s-030	0.0003
HH1013s-031	0.0006
HH1013s-033	0.0010
HOR-01	0.4803
HOR-02	0.2345
HOR-03	0.3153
HOR-04	0.2078
HOR-05	0.2846
HOR-06	0.2357
HOR-07	0.2407
HOR-08	0.2099
HOR-09	0.1817
HOR-10	0.2229
HOR-11	0.3206
HOR-12	0.2468
HOR-13	0.2017
HOR-14	0.2710
HOR-15	0.3095
HOR-16	0.3311
HOR-17	0.2605
HOR-18	0.1573
HOR-19	0.2956
HOR-20	0.3596
HOR-21	0.2431
HOR-22	0.3041
HOR-23	0.2683
HRP22-001	0.0030
HRP22-002	0.0009
HRP22-003	0.0006
HRP22-004	0.0006
HRP22-005	0.0009
HRP22-006	0.0042
HRP22-007	0.0004
HRP22-008	0.0014
HRP22-009	0.0004
HRP22-010	0.0007
HRP22-011	0.0003
HRP22-012	0.0021
